Unnamed: 0,GVKEY,TICKER,TOTAL_SEC,OTHCOMP,NONEQ_INCENT,CASH_FEES,STOCK_AWARDS,OPTION_AWARDS,SPCODE,CUSIP,CONAME,YEAR,YEAR_y,total_director_comp,total_OTHCOMP,total_NONEQ_INCENT,total_CASH_FEES,total_STOCK_AWARDS,total_OPTION_AWARDS,MKVALT,size_category,signature_index
2160,10903,UNH,189.626,0.0,0.0,0.0,189.626,0.0,SP,91324P10,UNITEDHEALTH GROUP INC,2018,2010,2683.685,133.179,0.0,1350.0,1200.506,0.0,239155.2,Large,0e712d916fff5816f5cc89b170e7310b
2212,11259,WMT,244.825,1.186,0.0,68.654,174.985,0.0,SP,93114210,WALMART INC,2011,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,209728.48,Large,5c8b57b3165d5d1b0741a2a22483f9df
2213,11259,WMT,345.067,31.048,0.0,139.0,175.019,0.0,SP,93114210,WALMART INC,2012,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,231814.3,Large,4fdfa51210e9875c15e9805ad74edef4
2214,11259,WMT,345.925,1.092,0.0,169.808,175.025,0.0,SP,93114210,WALMART INC,2013,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,241440.44,Large,18c24ef4adaf967ecc81c02a37194892
2215,11259,WMT,330.021,3.486,0.0,151.5,175.035,0.0,SP,93114210,WALMART INC,2014,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,274315.44,Large,9780dfbd8c9178a05435e8f9e81d124b
2216,11259,WMT,337.72,2.027,0.0,160.714,174.979,0.0,SP,93114210,WALMART INC,2015,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,209830.32,Large,45b842faf27d6ef2be519d4faff4b6c0
2217,11259,WMT,363.915,19.937,0.0,169.0,174.978,0.0,SP,93114210,WALMART INC,2016,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,203423.52,Large,c05ff07bcafa2cd4b098ea0de6a71fb2
2218,11259,WMT,353.299,1.701,0.0,176.593,175.005,0.0,SP,93114210,WALMART INC,2017,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,314683.2,Large,7b34fab3e1cba799846866070ff8274f
2219,11259,WMT,59.012,0.935,0.0,58.077,0.0,0.0,SP,93114210,WALMART INC,2018,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,275798.74,Large,d0ebe0d494a0ab399df9969eed86b8dc
2220,11259,WMT,300.63,0.676,0.0,124.946,175.008,0.0,SP,93114210,WALMART INC,2019,2010,3042.023,255.807,0.0,852.1659999999999,1920.0,0.0,324292.1236,Large,a8911813378e06f1ad1ff6e4aca2adf3
2362,12141,MSFT,250.0,0.0,0.0,115.0,135.0,0.0,SP,59491810,MICROSOFT CORP,2011,2010,1780.0,0.0,0.0,760.0,1020.0,0.0,217776.0,Large,8551f14dd47bce620d71662b958af4c4
2363,12141,MSFT,280.0,0.0,0.0,130.0,150.0,0.0,SP,59491810,MICROSOFT CORP,2012,2010,1780.0,0.0,0.0,760.0,1020.0,0.0,256374.79,Large,357194ae33122f243ff84efdda9ea73c
2364,12141,MSFT,280.0,0.0,0.0,130.0,150.0,0.0,SP,59491810,MICROSOFT CORP,2013,2010,1780.0,0.0,0.0,760.0,1020.0,0.0,287690.76,Large,7be78d5feecefb1bf5ef86068811f47d
2365,12141,MSFT,280.0,0.0,0.0,130.0,150.0,0.0,SP,59491810,MICROSOFT CORP,2014,2010,1780.0,0.0,0.0,760.0,1020.0,0.0,343566.3,Large,f905aca6520706df26c353304db41118
2366,12141,MSFT,280.0,0.0,0.0,130.0,150.0,0.0,SP,59491810,MICROSOFT CORP,2015,2010,1780.0,0.0,0.0,760.0,1020.0,0.0,354392.05,Large,796a2c4dfe1b1a1e40bc16b08e4d6267
2367,12141,MSFT,317.5,0.0,0.0,142.5,175.0,0.0,SP,59491810,MICROSOFT CORP,2016,2010,1780.0,0.0,0.0,760.0,1020.0,0.0,399535.36,Large,b4aeb661b13bf82bfb51304dd262f3a3
2368,12141,MSFT,360.0,5.0,0.0,155.0,200.0,0.0,SP,59491810,MICROSOFT CORP,2017,2010,1780.0,0.0,0.0,760.0,1020.0,0.0,531312.44,Large,3836e20995803d0db0e777fe236ea405
